# Alexandria ID,Compound,Formula,Charge,Multiplicity,CAS no.,ChemSpider ID,PubChem ID,StdInChI,InChIkey,DeltaHExp.,DeltaHError,DeltaHRef,DeltaHG4,S0Exp,S0Error,S0Ref,S0G4,Rotatable Bonds,Filename,Ring,PiStack,HBond,NumRotors,NumMethyl,SG
81,"1,4-oxathiane",C4H8OS,0.0,1.0,15980-15-1,25685,27596.0,InChI=1S/C4H8OS/c1-3-6-4-2-5-1/h1-4H2,JBYHSSAVUBIJMK-UHFFFAOYSA-N,,,,-139.24,,,,327.69,0.0,14-oxathiane,3.0,0.0,0.0,0.0,0.0,0.0
82,"pentane-1,5-diol",C5H12O2,0.0,1.0,111-29-5,13839441,8105.0,"InChI=1S/C5H12O2/c6-4-2-1-3-5-7/h6-7H,1-5H2",ALQSHHUCVQOPAS-UHFFFAOYSA-N,-449.1,0.0,22.0,-441.87,433.0,0.0,22.0,392.52,4.0,15-pentanediol,0.0,0.0,0.0,4.0,0.0,0.0
83,(2R)-1-aminopropan-2-ol,C3H9NO,0.0,1.0,2799-16-8,388968,439938.0,"InChI=1S/C3H9NO/c1-3(5)2-4/h3,5H,2,4H2,1H3/t3-/m1/s1",HXKKHQJGJAFBHI-GSVOUGTGSA-N,-239.0,0.0,22.0,-238.58,365.0,0.0,22.0,323.73,1.0,1-amino-2-propanol,0.0,0.0,0.0,1.0,1.0,0.0
84,1-bromo-2-chloroethane,C2H4BrCl,0.0,1.0,107-04-0,13854130,7849.0,InChI=1S/C2H4BrCl/c3-1-2-4/h1-2H2,IBYHHJPAARCAIE-UHFFFAOYSA-N,,,,-86.15,,,,318.82,1.0,1-bromo-2-chloroethane-trans,0.0,0.0,0.0,1.0,0.0,0.0
85,1-bromobutane,C4H9Br,0.0,1.0,109-65-9,7711,8002.0,"InChI=1S/C4H9Br/c1-2-3-4-5/h2-4H2,1H3",MPPPKRYCTPRNTB-UHFFFAOYSA-N,-109.7,0.0,22.0,-106.34,379.0,0.0,22.0,350.84,2.0,1-bromobutane,0.0,0.0,0.0,2.0,1.0,0.0
86,1-bromodecane,C10H21Br,0.0,1.0,112-29-8,7881,8173.0,"InChI=1S/C10H21Br/c1-2-3-4-5-6-7-8-9-10-11/h2-10H2,1H3",MYMSJFSOOQERIO-UHFFFAOYSA-N,-223.4,0.0,38.0,-235.04,596.57,12.0,38.0,542.49,8.0,1-bromodecane,0.0,0.0,0.0,8.0,1.0,0.0
87,1-bromoheptane,C7H15Br,0.0,1.0,629-04-9,11863,12369.0,"InChI=1S/C7H15Br/c1-2-3-4-5-6-7-8/h2-7H2,1H3",LSXKDWGTSHCFPP-UHFFFAOYSA-N,-167.2,0.0,22.0,-170.82,496.4,0.0,22.0,446.66,5.0,1-bromoheptane,0.0,0.0,0.0,5.0,1.0,0.0
88,1-bromonaphthalene,C10H7Br,0.0,1.0,90-11-9,6735,7001.0,InChI=1S/C10H7Br/c11-10-7-3-5-8-4-1-2-6-9(8)10/h1-7H,DLKQHBOKULLWDQ-UHFFFAOYSA-N,182.0,0.0,22.0,160.78,386.0,0.0,22.0,384.05,0.0,1-bromonaphthalene,0.0,0.0,0.0,0.0,0.0,0.0
89,1-bromopentane,C5H11Br,0.0,1.0,110-53-2,7766,8057.0,"InChI=1S/C5H11Br/c1-2-3-4-5-6/h2-5H2,1H3",YZWKKMVJZFACSU-UHFFFAOYSA-N,-129.16,0.0,38.0,-127.89,409.56,0.0,38.0,382.36,3.0,1-bromopentane,0.0,0.0,0.0,3.0,1.0,0.0
90,1-bromopropane,C3H7Br,0.0,1.0,106-94-5,7552,7840.0,"InChI=1S/C3H7Br/c1-2-3-4/h2-3H2,1H3",CYNYIHKIEHGYOZ-UHFFFAOYSA-N,-88.7,0.0,22.0,-84.99,330.87,0.0,22.0,318.78,1.0,1-bromopropane,0.0,0.0,0.0,1.0,1.0,0.0
91,butane-1-thiol,C4H10S,0.0,1.0,109-79-5,7721,8012.0,"InChI=1S/C4H10S/c1-2-3-4-5/h5H,2-4H2,1H3",WQAQPCDUOCURKW-UHFFFAOYSA-N,-87.8,0.0,22.0,-87.94,375.2,0.0,22.0,350.3,2.0,1-butanethiol,0.0,0.0,0.0,2.0,1.0,0.0
92,butan-1-ol,C4H10O,0.0,1.0,71-36-3,258,263.0,"InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",LRHPLDYGYMQRHN-UHFFFAOYSA-N,-275.1,0.0,22.0,-274.78,361.8,0.0,22.0,334.92,2.0,1-butanol,0.0,0.0,0.0,2.0,1.0,0.0
93,but-1-en-3-yne,C4H4,0.0,1.0,689-97-4,12197,12720.0,"InChI=1S/C4H4/c1-3-4-2/h1,4H,2H2",WFYPICNXBKQZGB-UHFFFAOYSA-N,304.6,0.0,38.0,288.71,279.62,0.0,38.0,277.31,0.0,1-buten-3-yne,0.0,0.0,0.0,0.0,0.0,0.0
94,but-1-ene,C4H8,0.0,1.0,106-98-9,7556,7844.0,"InChI=1S/C4H8/c1-3-4-2/h3H,1,4H2,2H3",VXNZUUAINFGPBY-UHFFFAOYSA-N,-0.5,0.0,22.0,0.53,307.4,0.0,22.0,296.82,1.0,1-butene,0.0,0.0,0.0,1.0,1.0,0.0
95,1-butyl-3-methylimidazol-3-ium,C8H15N2+,1.0,1.0,79917-90-1,2015918,2734162.0,"InChI=1S/C8H15N2/c1-3-4-5-10-7-6-9(2)8-10/h6-8H,3-5H2,1-2H3/q+1",IQQRAVYLUAZUGX-UHFFFAOYSA-N,,,,581.27,,,,442.62,3.0,1-butyl-3-methylimidazolium,0.0,0.0,0.0,3.0,2.0,0.0
96,but-1-yne,C4H6,0.0,1.0,107-00-6,7558,7846.0,"InChI=1S/C4H6/c1-3-4-2/h1H,4H2,2H3",KDKYADYSIPSCCQ-UHFFFAOYSA-N,165.2,0.0,38.0,166.69,290.23,0.0,38.0,289.44,0.0,1-butyne,0.0,0.0,0.0,0.0,1.0,0.0
97,"1-chloro-1,1-difluoroethane",C2H3ClF2,0.0,1.0,75-68-3,6148,6388.0,"InChI=1S/C2H3ClF2/c1-2(3,4)5/h1H3",BHNZEZWIUMJCGF-UHFFFAOYSA-N,-529.7,0.0,22.0,-535.81,307.2,0.0,22.0,307.79,0.0,1-chloro-11-difluoroethane,0.0,0.0,0.0,0.0,1.0,0.0
98,1-chloro-1-fluoroethane,C2H4ClF,0.0,1.0,1615-75-4,14632,15373.0,"InChI=1S/C2H4ClF/c1-2(3)4/h2H,1H3",YACLCMMBHTUQON-UHFFFAOYSA-N,-313.8,0.0,38.0,-309.86,300.63,0.0,38.0,293.1,0.0,1-chloro-1-fluoroethane,0.0,0.0,0.0,0.0,1.0,0.0
99,1-chloro-2-methylpropane,C4H9Cl,0.0,1.0,513-36-0,10114,10554.0,"InChI=1S/C4H9Cl/c1-4(2)3-5/h4H,3H2,1-2H3",QTBFPMKWQKYFLR-UHFFFAOYSA-N,-161.5,0.0,22.0,-161.72,343.74,0.0,22.0,333.72,1.0,1-chloro-2-methylpropane,0.0,0.0,0.0,1.0,2.0,0.0
100,1-chloro-2-nitrobenzene,C6H4ClNO2,0.0,1.0,25167-93-5,13853953,6945.0,InChI=1S/C6H4ClNO2/c7-5-3-1-2-4-6(5)8(9)10/h1-4H,BFCFYVKQTRLZHA-UHFFFAOYSA-N,37.2,0.0,22.0,52.49,370.83,0.0,22.0,378.29,0.0,1-chloro-2-nitrobenzene,0.0,0.0,0.0,1.0,0.0,0.0
101,1-chloro-3-methylbutane,C5H11Cl,0.0,1.0,107-84-6,7605,7893.0,"InChI=1S/C5H11Cl/c1-5(2)3-4-6/h5H,3-4H2,1-2H3",CZHLPWNZCJEPJB-UHFFFAOYSA-N,-180.33,0.0,38.0,-182.03,400.65,0.0,38.0,365.75,2.0,1-chloro-3-methylbutane,0.0,0.0,0.0,2.0,2.0,0.0
102,1-chloro-3-nitrobenzene,C6H4ClNO2,0.0,1.0,121-73-3,21106013,8489.0,InChI=1S/C6H4ClNO2/c7-5-2-1-3-6(4-5)8(9)10/h1-4H,KMAQZIILEGKYQZ-UHFFFAOYSA-N,37.2,0.0,22.0,28.99,373.0,0.0,22.0,377.86,0.0,1-chloro-3-nitrobenzene,0.0,0.0,0.0,1.0,0.0,0.0
103,1-chloro-4-nitrobenzene,C6H4ClNO2,0.0,1.0,100-00-5,21106020,7474.0,InChI=1S/C6H4ClNO2/c7-5-1-3-6(4-2-5)8(9)10/h1-4H,CZGCEKJOLUNIFY-UHFFFAOYSA-N,37.2,0.0,22.0,27.1,367.0,0.0,22.0,377.54,0.0,1-chloro-4-nitrobenzene,0.0,0.0,0.0,1.0,0.0,0.0
104,1-chlorobutane,C4H9Cl,0.0,1.0,109-69-3,7714,8005.0,"InChI=1S/C4H9Cl/c1-2-3-4-5/h2-4H2,1H3",VFWCMGCRMGJXDK-UHFFFAOYSA-N,-154.63,0.0,22.0,-152.73,355.2,0.0,22.0,339.21,2.0,1-chlorobutane,0.0,0.0,0.0,2.0,1.0,0.0
105,1-chloronaphthalene,C10H7Cl,0.0,1.0,90-13-1,6737,7003.0,InChI=1S/C10H7Cl/c11-10-7-3-5-8-4-1-2-6-9(8)10/h1-7H,JTPNRXUCIXHOKM-UHFFFAOYSA-N,119.8,0.0,22.0,111.1,375.0,0.0,22.0,372.33,0.0,1-chloronaphthalene,0.0,0.0,0.0,0.0,0.0,0.0
106,1-chlorooctane,C8H17Cl,0.0,1.0,111-85-3,7850,8142.0,"InChI=1S/C8H17Cl/c1-2-3-4-5-6-7-8-9/h2-8H2,1H3",CNDHHGUSRIZDSL-UHFFFAOYSA-N,-237.78,0.0,38.0,-238.43,455.46,0.0,38.0,466.89,6.0,1-chlorooctane,0.0,0.0,0.0,6.0,1.0,0.0
107,1-chloropentane,C5H11Cl,0.0,1.0,543-59-9,10512,10977.0,"InChI=1S/C5H11Cl/c1-2-3-4-5-6/h2-5H2,1H3",SQCZQTSHSZLZIQ-UHFFFAOYSA-N,-175.0,0.0,22.0,-174.24,397.0,0.0,22.0,371.24,3.0,1-chloropentane,0.0,0.0,0.0,3.0,1.0,0.0
108,1-chloropropane,C3H7Cl,0.0,1.0,540-54-5,10437,10899.0,"InChI=1S/C3H7Cl/c1-2-3-4/h2-3H2,1H3",SNMVRZFUUCLYTO-UHFFFAOYSA-N,-133.2,0.0,22.0,-131.66,315.5,0.0,22.0,307.23,1.0,1-chloropropane-trans,0.0,0.0,0.0,1.0,1.0,0.0
109,1-dimetoxyethylene-3-methyl-imidazolium,C9H17N2O2+,1.0,1.0,,,,"InChI=1S/C9H17N2O2/c1-10-3-4-11(9-10)5-6-13-8-7-12-2/h3-4,9H,5-8H2,1-2H3/q+1",,,,,338.23,,,,535.88,6.0,1-dimetoxyethylene-3-methyl-imidazolium,0.0,0.0,0.0,6.0,2.0,0.0
112,1-fluoro-4-nitrobenzene,C6H4FNO2,0.0,1.0,350-46-9,13856885,9590.0,InChI=1S/C6H4FNO2/c7-5-1-3-6(4-2-5)8(9)10/h1-4H,WFQDTOYDVUWQMS-UHFFFAOYSA-N,,,,-136.38,,,,365.57,0.0,1-fluoro-4-nitrobenzene,0.0,0.0,0.0,1.0,0.0,0.0
113,1-fluorocyclohexene,C6H9F,0.0,1.0,694-51-9,9357664,11182579.0,"InChI=1S/C6H9F/c7-6-4-2-1-3-5-6/h4H,1-3,5H2",JHJLETSOSKVZGF-UHFFFAOYSA-N,,,,-208.5,,,,327.81,0.0,1-fluorocyclohexene,2.0,0.0,0.0,0.0,0.0,0.0
114,1-fluoropropane,C3H7F,0.0,1.0,460-13-9,9604,9998.0,"InChI=1S/C3H7F/c1-2-3-4/h2-3H2,1H3",JRHNUZCXXOTJCA-UHFFFAOYSA-N,-283.8,0.0,38.0,-291.92,304.32,0.0,38.0,294.67,1.0,1-fluoropropane-gauche,0.0,0.0,0.0,1.0,1.0,0.0
115,"1H-1,2,4-triazole",C2H3N3,0.0,1.0,116421-29-5,8900,9257.0,"InChI=1S/C2H3N3/c1-3-2-5-4-1/h1-2H,(H,3,4,5)",NSPMIYGKQJPBQR-UHFFFAOYSA-N,,,,190.15,,,,269.81,0.0,1H-124-triazole,0.0,0.0,0.0,0.0,0.0,0.0
116,hex-1-yne,C6H10,0.0,1.0,693-02-7,12209,12732.0,"InChI=1S/C6H10/c1-3-5-6-4-2/h1H,4-6H2,2H3",CGHIBGNXEGJPQZ-UHFFFAOYSA-N,123.7,0.0,38.0,123.77,369.21,0.0,38.0,353.07,2.0,1-hexyne,0.0,0.0,0.0,2.0,1.0,0.0
117,1H-tetrazole,CH2N4,0.0,1.0,,,,,,,,,330.62,,,,268.59,0.0,1H-tetrazole,,,,,,
118,2H-tetrazole,CH2N4,0.0,1.0,288-94-8,60842,67519.0,"InChI=1S/CH2N4/c1-2-4-5-3-1/h1H,(H,2,3,4,5)",KJUGUADJHNHALS-UHFFFAOYSA-N,,,,322.82,,,,267.85,0.0,2H-tetrazole,0.0,0.0,0.0,0.0,0.0,0.0
122,1-methylimidazole,C4H6N2,0.0,1.0,616-47-7,1348,1390.0,"InChI=1S/C4H6N2/c1-6-3-2-5-4-6/h2-4H,1H3",MCTWTZJPVLRJOU-UHFFFAOYSA-N,,,,122.05,,,,310.92,0.0,1-methylimidazole,0.0,0.0,0.0,0.0,1.0,0.0
123,1-methylpyridin-1-ium,C6H8N+,1.0,1.0,694-56-4,13008,13597.0,"InChI=1S/C6H8N/c1-7-5-3-2-4-6-7/h2-6H,1H3/q+1",PQBAWAQIRZIWIV-UHFFFAOYSA-N,,,,714.42,,,,334.19,0.0,1-methylpyridinium,0.0,0.0,0.0,0.0,1.0,0.0
124,octan-1-ol,C8H18O,0.0,1.0,111-87-5,932,957.0,"InChI=1S/C8H18O/c1-2-3-4-5-6-7-8-9/h9H,2-8H2,1H3",KBPLFHHGFOOTCA-UHFFFAOYSA-N,-357.3,0.0,22.0,-359.86,518.7,0.0,22.0,461.23,6.0,1-octanol,0.0,0.0,0.0,6.0,1.0,0.0
126,pent-1-en-3-yne,C5H6,0.0,1.0,646-05-9,120231,136461.0,"InChI=1S/C5H6/c1-3-5-4-2/h3H,1H2,2H3",FILUFGAZMJGNEN-UHFFFAOYSA-N,249.0,0.0,38.0,248.09,313.41,0.0,38.0,331.76,0.0,1-penten-3-yne,0.0,0.0,0.0,0.0,1.0,0.0
127,pent-1-ene,C5H10,0.0,1.0,109-67-1,7713,8004.0,"InChI=1S/C5H10/c1-3-5-4-2/h3H,1,4-5H2,2H3",YWAKXRMUMFPDSH-UHFFFAOYSA-N,-21.62,0.0,22.0,-19.51,346.2,0.0,22.0,325.1,2.0,1-pentene,0.0,0.0,0.0,2.0,1.0,0.0
128,pent-1-yne,C5H8,0.0,1.0,627-19-0,11806,12309.0,"InChI=1S/C5H8/c1-3-5-4-2/h1H,4-5H2,2H3",IBXNCJKFFQIKKY-UHFFFAOYSA-N,144.4,0.0,38.0,144.93,330.12,0.0,38.0,321.05,1.0,1-pentyne-trans,0.0,0.0,0.0,1.0,1.0,0.0
129,propan-1-ol,C3H8O,0.0,1.0,71-23-8,1004,1031.0,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3",BDERNNFJNOPAEC-UHFFFAOYSA-N,-254.6,0.0,22.0,-254.15,322.6,0.0,22.0,302.89,1.0,1-propanol-trans,0.0,0.0,0.0,1.0,1.0,0.0
130,1-methyl-3-propylimidazol-1-ium,C7H13N2+,1.0,1.0,216300-12-8,4414214,5245884.0,"InChI=1S/C7H13N2/c1-3-4-9-6-5-8(2)7-9/h5-7H,3-4H2,1-2H3/q+1",WVDDUSFOSWWJJH-UHFFFAOYSA-N,,,,604.19,,,,410.79,2.0,1-propyl-3-methylimidazolium,0.0,0.0,0.0,2.0,2.0,0.0
131,"2,2-dimethylpropanal",C5H10O,0.0,1.0,630-19-3,11910,12417.0,"InChI=1S/C5H10O/c1-5(2,3)4-6/h4H,1-3H3",FJJYHTVHBVXEEQ-UHFFFAOYSA-N,-249.6,0.0,38.0,-248.64,,,,349.03,1.0,22-dimethylpropanal,0.0,0.0,0.0,1.0,3.0,0.0
132,"2,2-dimethylpropanenitrile",C5H9N,0.0,1.0,630-18-2,11909,12416.0,"InChI=1S/C5H9N/c1-5(2,3)4-6/h1-3H3",JAMNHZBIQDNHMM-UHFFFAOYSA-N,-2.5,0.0,38.0,-6.16,331.21,0.0,38.0,339.36,0.0,22-dimethylpropanenitrile,0.0,0.0,0.0,0.0,3.0,0.0
133,"2,3-dihydro-1,4-dioxine",C4H6O2,0.0,1.0,543-75-9,120126,136353.0,"InChI=1S/C4H6O2/c1-2-6-4-3-5-1/h1-2H,3-4H2",HIZVCIIORGCREW-UHFFFAOYSA-N,,,,-214.72,,,,300.54,0.0,23-dihydro-14-dioxin,2.0,0.0,0.0,0.0,0.0,0.0
134,"2,3-dihydrofuran",C4H6O,0.0,1.0,1191-99-7,64096,70934.0,"InChI=1S/C4H6O/c1-2-4-5-3-1/h1,3H,2,4H2",JKTCBAGSMQIFNL-UHFFFAOYSA-N,-72.25,0.0,22.0,-74.99,281.4,0.0,22.0,294.41,0.0,23-dihydrofuran,1.0,0.0,0.0,0.0,0.0,0.0
137,"cyclopenta-2,4-dien-1-one",C5H4O,0.0,1.0,13177-38-3,122931,139405.0,InChI=1S/C5H4O/c6-5-3-1-2-4-5/h1-4H,FQQOMPOPYZIROF-UHFFFAOYSA-N,,,,55.77,,,,294.87,0.0,24-cyclopentadien-1-one,0.0,0.0,0.0,0.0,0.0,0.0
138,"2,4-dichloro-1-methylbenzene",C7H6Cl2,0.0,1.0,95-73-8,21111905,7254.0,"InChI=1S/C7H6Cl2/c1-5-2-3-6(8)4-7(5)9/h2-4H,1H3",FUNUTBJJKQIVSY-UHFFFAOYSA-N,-13.6,0.0,22.0,-18.2,379.0,0.0,22.0,380.44,0.0,24-dichlorotoluene,0.0,0.0,0.0,0.0,1.0,0.0
139,"2,4-dimethylpentan-3-one",C7H14O,0.0,1.0,565-80-0,10797,11271.0,"InChI=1S/C7H14O/c1-5(2)7(8)6(3)4/h5-6H,1-4H3",HXVNBWAKAOHACI-UHFFFAOYSA-N,-311.4,0.0,22.0,-289.66,427.0,0.0,22.0,405.62,2.0,24-dimethyl-3-pentanone,0.0,0.0,0.0,2.0,4.0,0.0
140,"2,4-dimethylaniline",C8H11N,0.0,1.0,95-68-1,13869462,7250.0,"InChI=1S/C8H11N/c1-6-3-4-8(9)7(2)5-6/h3-5H,9H2,1-2H3",CZZZABOKJQXEBO-UHFFFAOYSA-N,23.43,0.0,22.0,20.75,393.5,0.0,22.0,393.12,0.0,24-dimethylaniline,0.0,0.0,0.0,0.0,2.0,0.0
142,"2,5-dihydrofuran",C4H6O,0.0,1.0,1708-29-8,14813,15570.0,"InChI=1S/C4H6O/c1-2-4-5-3-1/h1-2H,3-4H2",ARGCQEVBJHPOGB-UHFFFAOYSA-N,-108.78,0.0,22.0,-62.98,284.84,0.0,22.0,288.62,0.0,25-dihydrofuran,1.0,0.0,0.0,0.0,0.0,0.0
143,"2,5-dihydrothiophene",C4H6S,0.0,1.0,1708-32-3,120870,137168.0,"InChI=1S/C4H6S/c1-2-4-5-3-1/h1-2H,3-4H2",WURYWHAKEJHAOV-UHFFFAOYSA-N,87.03,1.26,24.0,82.34,297.1,0.0,19.0,300.87,0.0,25-dihydrothiophene,1.0,0.0,0.0,0.0,0.0,0.0
144,"bicyclo[2.2.1]hepta-2,5-diene",C7H8,0.0,1.0,121-46-0,8160,8473.0,"InChI=1S/C7H8/c1-2-7-4-3-6(1)5-7/h1-4,6-7H,5H2",SJYNFBVQFBRSIB-UHFFFAOYSA-N,,,,237.15,,,,298.74,0.0,25-norbornadiene,2.0,0.0,0.0,0.0,0.0,0.0
145,"2,5-dimethylphenol",C8H10O,0.0,1.0,95-87-4,13839128,7267.0,"InChI=1S/C8H10O/c1-6-3-4-7(2)8(9)5-6/h3-5,9H,1-2H3",NKTOLZVEWDHZMU-UHFFFAOYSA-N,-161.63,0.0,22.0,-160.34,395.76,0.0,22.0,391.43,0.0,25-xylenol,0.0,0.0,0.0,0.0,2.0,0.0
146,"2,6-dimethylaniline",C8H11N,0.0,1.0,87-62-7,6630,6896.0,"InChI=1S/C8H11N/c1-6-4-3-5-7(2)8(6)9/h3-5H,9H2,1-2H3",UFFBMTHBGFGIHF-UHFFFAOYSA-N,25.4,0.0,38.0,16.57,,,,373.88,0.0,26-dimethylaniline,0.0,0.0,0.0,0.0,2.0,0.0
147,"2,6-dimethylphenol",C8H10O,0.0,1.0,576-26-1,13839174,11335.0,"InChI=1S/C8H10O/c1-6-4-3-5-7(2)8(6)9/h3-5,9H,1-2H3",NXXYKOUNUYWIHA-UHFFFAOYSA-N,-161.75,0.0,22.0,-163.55,389.72,0.0,22.0,377.23,0.0,26-xylenol,0.0,0.0,0.0,0.0,2.0,0.0
148,2-aminoethanol,C2H7NO,0.0,1.0,141-43-5,13835336,700.0,"InChI=1S/C2H7NO/c3-1-2-4/h4H,1-3H2",HZAXFHJVJLSVMW-UHFFFAOYSA-N,-206.7,0.0,22.0,-195.86,320.0,0.0,22.0,300.07,1.0,2-aminoethanol,0.0,0.0,0.0,1.0,0.0,0.0
149,2-bromo-2-methylpropane,C4H9Br,0.0,1.0,507-19-7,10053,10485.0,"InChI=1S/C4H9Br/c1-4(2,3)5/h1-3H3",RKSOPLXZQNSWAS-UHFFFAOYSA-N,-133.8,0.0,38.0,-135.66,332.61,0.0,38.0,339.0,0.0,2-bromo-2-methylpropane,0.0,0.0,0.0,0.0,3.0,0.0
150,2-bromobutane,C4H9Br,0.0,1.0,78-76-2,6306,6554.0,"InChI=1S/C4H9Br/c1-3-4(2)5/h4H,3H2,1-2H3",UPSXAPQYNGXVBF-UHFFFAOYSA-N,-120.9,0.0,22.0,-120.43,361.0,0.0,22.0,344.91,1.0,2-bromobutane,0.0,0.0,0.0,1.0,2.0,0.0
151,2-bromopropane,C3H7Br,0.0,1.0,75-26-3,6118,6358.0,"InChI=1S/C3H7Br/c1-3(2)4/h3H,1-2H3",NAMYKGVDVNBCFQ-UHFFFAOYSA-N,-97.07,0.0,22.0,-97.59,316.02,0.0,22.0,314.69,0.0,2-bromopropane,0.0,0.0,0.0,0.0,2.0,0.0
152,2-bromoprop-1-ene,C3H5Br,0.0,1.0,557-93-7,10729,11202.0,"InChI=1S/C3H5Br/c1-3(2)4/h1H2,2H3",PHMRPWPDDRGGGF-UHFFFAOYSA-N,46.0,0.0,38.0,30.91,346.27,7.0,38.0,305.8,0.0,2-bromopropene,0.0,0.0,0.0,0.0,1.0,0.0
153,butan-2-one,C4H8O,0.0,1.0,78-93-3,6321,6569.0,"InChI=1S/C4H8O/c1-3-4(2)5/h3H2,1-2H3",ZWEHNKRNPOVVGH-UHFFFAOYSA-N,-239.0,0.0,22.0,-238.39,339.4,0.0,22.0,335.94,1.0,2-butanone,0.0,0.0,0.0,1.0,2.0,0.0
154,2-chloro-2-methylpropane,C4H9Cl,0.0,1.0,507-20-0,10054,10486.0,"InChI=1S/C4H9Cl/c1-4(2,3)5/h1-3H3",NBRKLOOSMBRFMH-UHFFFAOYSA-N,-184.77,0.0,22.0,-184.55,317.53,0.0,22.0,327.65,0.0,2-chloro-2-methylpropane,0.0,0.0,0.0,0.0,3.0,0.0
155,2-chloroaniline,C6H6ClN,0.0,1.0,95-51-2,13854248,7240.0,"InChI=1S/C6H6ClN/c7-5-3-1-2-4-6(5)8/h1-4H,8H2",AKCRQHGQIJBRMN-UHFFFAOYSA-N,57.3,0.0,22.0,49.15,356.0,0.0,22.0,344.0,0.0,2-chloroaniline,0.0,0.0,0.0,0.0,0.0,0.0
157,2-chloroethanol,C2H5ClO,0.0,1.0,107-07-3,21106015,34.0,"InChI=1S/C2H5ClO/c3-1-2-4/h4H,1-2H2",SZIFAVKTNFCBPC-UHFFFAOYSA-N,-262.0,0.0,22.0,-256.86,321.0,0.0,22.0,305.68,1.0,2-chloroethanol,0.0,0.0,0.0,1.0,0.0,0.0
158,2-chloropropane,C3H7Cl,0.0,1.0,75-29-6,6121,6361.0,"InChI=1S/C3H7Cl/c1-3(2)4/h3H,1-2H3",ULYZAYCEDJDHCC-UHFFFAOYSA-N,-144.77,0.0,22.0,-145.78,305.94,0.0,22.0,303.1,0.0,2-chloropropane,0.0,0.0,0.0,0.0,2.0,0.0
159,2-chloroprop-1-ene,C3H5Cl,0.0,1.0,557-98-2,10730,11203.0,"InChI=1S/C3H5Cl/c1-3(2)4/h1H2,2H3",PNLQPWWBHXMFCA-UHFFFAOYSA-N,-21.0,0.0,22.0,-20.16,296.4,0.0,22.0,294.15,0.0,2-chloropropene,0.0,0.0,0.0,0.0,1.0,0.0
160,1-chloro-2-methylbenzene,C7H7Cl,0.0,1.0,95-49-8,13875281,7238.0,"InChI=1S/C7H7Cl/c1-6-4-2-3-5-7(6)8/h2-5H,1H3",IBSQPLPBRSHTTG-UHFFFAOYSA-N,18.2,0.0,22.0,12.47,348.0,0.0,22.0,350.37,0.0,2-chlorotoluene,0.0,0.0,0.0,0.0,1.0,0.0
161,1-chloro-4-methylbenzene,C7H7Cl,0.0,1.0,106-43-4,13875160,7810.0,"InChI=1S/C7H7Cl/c1-6-2-4-7(8)5-3-6/h2-5H,1H3",NPDACUSDTOMAMK-UHFFFAOYSA-N,26.9,0.0,22.0,16.54,342.0,0.0,22.0,367.44,0.0,4-chlorotoluene,0.0,0.0,0.0,0.0,1.0,0.0
162,(2R)-2-ethylhexan-1-ol,C8H18O,0.0,1.0,104-76-7,5360145,6991979.0,"InChI=1S/C8H18O/c1-3-5-6-8(4-2)7-9/h8-9H,3-7H2,1-2H3/t8-/m1/s1",YIWUKEYIRIRTPP-MRVPVSSYSA-N,-365.3,0.0,22.0,-357.78,497.0,0.0,22.0,454.04,5.0,2-ethyl-1-hexanol,0.0,0.0,0.0,5.0,2.0,0.0
163,[(2S)-2-ethylhexyl] acetate,C10H20O2,0.0,1.0,103-09-3,7353,,"InChI=1S/C10H20O2/c1-4-6-7-10(5-2)8-12-9(3)11/h10H,4-8H2,1-3H3/t10-/m0/s1",,-570.0,0.0,22.0,-575.09,605.0,0.0,22.0,541.09,7.0,2-ethylhexyl-acetate,0.0,0.0,0.0,7.0,3.0,0.0
164,2-fluoropropane,C3H7F,0.0,1.0,420-26-8,9483,9867.0,"InChI=1S/C3H7F/c1-3(2)4/h3H,1-2H3",PRNZBCYBKGCOFI-UHFFFAOYSA-N,-293.5,0.0,38.0,-312.71,292.92,0.0,38.0,293.15,0.0,2-fluoropropane,0.0,0.0,0.0,0.0,2.0,0.0
165,1-fluoro-2-methylbenzene,C7H7F,0.0,1.0,95-52-3,13875158,7241.0,"InChI=1S/C7H7F/c1-6-4-2-3-5-7(6)8/h2-5H,1H3",MMZYCBHLNZVROM-UHFFFAOYSA-N,-147.5,0.0,38.0,-148.61,339.02,0.0,38.0,342.85,0.0,2-fluorotoluene,0.0,0.0,0.0,0.0,1.0,0.0
166,(2R)-heptan-2-ol,C7H16O,0.0,1.0,6033-24-5,5360736,6992611.0,"InChI=1S/C7H16O/c1-3-4-5-6-7(2)8/h7-8H,3-6H2,1-2H3/t7-/m1/s1",CETWDUZRCINIHU-SSDOTTSWSA-N,-353.0,0.0,22.0,-358.01,466.0,0.0,22.0,424.66,4.0,2-heptanol,0.0,0.0,0.0,4.0,2.0,0.0
167,heptan-2-one,C7H14O,0.0,1.0,110-43-0,7760,8051.0,"InChI=1S/C7H14O/c1-3-4-5-6-7(2)8/h3-6H2,1-2H3",CATSNJVOTSVZJV-UHFFFAOYSA-N,-300.45,0.0,22.0,-301.62,448.6,0.0,22.0,432.72,4.0,2-heptanone,0.0,0.0,0.0,4.0,2.0,0.0
